id,name,model,dateOfCreation,color,price
8405,Honda,A4,1997-10-19,Green,59738.57
8406,Chevrolet,Civic,2005-08-24,LightSkyBlue,16594.37
8407,Ford,Altima,2017-04-07,AntiqueWhite,59730.15
8408,BMW,Silverado,2000-04-07,OldLace,13334.21
8409,Chevrolet,Model S,2018-11-28,DarkOrchid,35166.84
8410,BMW,C-Class,2023-05-07,LightGray,10166.96
8411,Tesla,C-Class,1997-01-05,MediumPurple,33680.37
8412,BMW,Silverado,2005-11-05,Yellow,63222.15
8413,Mercedes-Benz,A4,2004-04-02,MediumVioletRed,7929.11
8414,Volkswagen,A4,2012-06-10,Lime,63475.59
8415,Audi,Corolla,2020-12-19,CornflowerBlue,50529.08
8416,Tesla,Model S,2017-08-09,ForestGreen,78952.71
8417,Mercedes-Benz,Golf,2004-02-21,PaleGreen,22965.49
8418,Mercedes-Benz,Altima,2015-08-25,Wheat,37937.14
8419,BMW,Silverado,2019-06-25,Pink,20607.96
8420,Ford,Corolla,2004-02-03,Orange,35332.72
8421,Toyota,Silverado,2002-10-26,SkyBlue,72538.24
8422,Honda,Civic,2007-09-30,SlateGray,51592.33
8423,BMW,Altima,2004-09-23,Maroon,50658.31
8424,Ford,Altima,2022-05-06,SaddleBrown,66105.81
8425,Volkswagen,C-Class,2023-05-22,BurlyWood,46651.41
8426,Audi,3 Series,2021-02-17,LightSkyBlue,70643.06
8427,Mercedes-Benz,3 Series,2000-09-10,DarkSeaGreen,75756.43
8428,Chevrolet,Model S,2022-09-25,OldLace,15120.24
8429,Audi,Altima,2009-12-09,DodgerBlue,67481.24
8430,Honda,Civic,2014-01-04,LightCoral,61899.88
8431,Toyota,Civic,2013-12-05,MediumVioletRed,62530.11
8432,Audi,3 Series,1996-08-12,DarkMagenta,35659.24
8433,Chevrolet,Altima,2001-03-20,Gray,33379.42
8434,Audi,F-150,2014-03-13,Cyan,48651.34
8435,Audi,Silverado,2023-11-10,OldLace,13839.82
8436,Volkswagen,C-Class,1997-03-23,PeachPuff,30734.41
8437,Chevrolet,Altima,2013-12-26,MistyRose,60584.52
8438,Mercedes-Benz,3 Series,2015-01-14,GoldenRod,37762.15
8439,Toyota,A4,2001-07-03,DarkTurquoise,33954.61
8440,Ford,Silverado,2017-12-14,Orange,52851.8
8441,Mercedes-Benz,Corolla,2011-01-31,MediumSeaGreen,5730.56
8442,Chevrolet,Model S,2006-03-15,Moccasin,60758.55
8443,Mercedes-Benz,A4,2000-11-22,LightSalmon,13879.99
8444,Chevrolet,Silverado,2020-01-23,DarkGreen,26040.77
8445,Chevrolet,Corolla,2023-04-28,SeaGreen,23082.18
8446,BMW,3 Series,2015-08-04,Linen,75561.56
8447,Volkswagen,F-150,2007-12-30,IndianRed,26549.26
8448,Volkswagen,Altima,2013-06-17,OrangeRed,78534.85
8449,Tesla,Corolla,2007-06-27,HotPink,16198.55
8450,Mercedes-Benz,Golf,2008-11-22,MintCream,14161.69
8451,Honda,3 Series,2010-11-16,OldLace,12203.03
8452,Ford,Civic,2011-08-18,Tomato,25102.36
8453,Ford,Civic,2001-03-02,MediumPurple,34773.0
8454,Nissan,F-150,2021-09-01,BlueViolet,73290.5
8455,Volkswagen,Altima,2000-09-06,Beige,33423.55
8456,BMW,Corolla,2016-04-12,LightCyan,67868.25
8457,Mercedes-Benz,Silverado,2014-08-25,YellowGreen,17977.39
8458,Toyota,Model S,2019-08-22,SlateBlue,22722.92
8459,Audi,Golf,2015-04-13,PaleGoldenRod,12280.47
8460,Mercedes-Benz,Corolla,2019-06-26,SlateGray,11902.95
8461,Nissan,Model S,2008-04-06,DarkMagenta,39876.75
8462,Tesla,Civic,2012-04-07,SeaShell,15450.66
8463,Mercedes-Benz,Corolla,1997-05-21,Yellow,67879.39
8464,Audi,Altima,2017-08-07,FloralWhite,57684.61
8465,Audi,3 Series,2009-06-09,GhostWhite,33740.44
8466,Nissan,Golf,2009-02-09,DarkKhaki,43923.15
8467,Ford,Model S,1995-10-08,SkyBlue,32084.85
8468,Audi,Civic,2017-07-02,AliceBlue,67157.77
8469,Toyota,A4,1998-11-05,SeaShell,20366.46
8470,Ford,C-Class,1997-08-06,IndianRed,44197.61
8471,Toyota,F-150,2005-11-12,MediumBlue,51314.18
8472,Toyota,Silverado,2012-10-20,Peru,36489.17
8473,Nissan,Model S,2015-08-13,Khaki,50278.03
8474,Ford,Altima,2022-10-14,FloralWhite,64227.98
8475,Ford,3 Series,2022-05-11,LightSteelBlue,53335.03
8476,Tesla,Silverado,2014-08-10,PaleVioletRed,13816.22
8477,Tesla,A4,2017-10-15,BlueViolet,66198.09
8478,Toyota,Model S,2003-08-01,MediumOrchid,9691.71
8479,Toyota,Golf,2011-03-26,Black,53312.86
8480,Mercedes-Benz,A4,2022-11-19,DarkTurquoise,71778.85
8481,Nissan,Silverado,2011-11-02,DarkMagenta,19549.33
8482,Ford,Altima,2017-07-01,Fuchsia,74776.18
8483,Nissan,F-150,2020-04-19,BurlyWood,20669.82
8484,Tesla,F-150,2002-01-11,MintCream,77534.18
8485,Volkswagen,Model S,2006-02-17,Maroon,79359.97
8486,Ford,Civic,2015-09-24,Azure,48755.99
8487,Honda,Golf,2010-10-20,DimGray,49433.49
8488,Chevrolet,Corolla,2021-11-14,BurlyWood,64818.01
8489,Chevrolet,Altima,2015-09-23,Plum,64040.31
8490,Chevrolet,3 Series,2015-06-11,LightCyan,20127.2
8491,Honda,F-150,2003-08-13,NavajoWhite,69263.59
8492,BMW,Corolla,2012-03-01,AntiqueWhite,43618.18
8493,BMW,Golf,2008-09-09,LightPink,13690.79
8494,Honda,C-Class,1999-10-14,Blue,42298.03
8495,Mercedes-Benz,C-Class,2011-12-27,AntiqueWhite,66346.08
8496,Nissan,Silverado,2016-02-18,MediumSeaGreen,32795.08
8497,Ford,F-150,2014-07-01,Ivory,7742.13
8498,Audi,A4,2014-03-20,Aquamarine,14642.57
8499,Chevrolet,Golf,1999-09-16,MintCream,22878.93
8500,Honda,A4,2022-12-06,GoldenRod,12109.39
8501,Volkswagen,3 Series,2007-06-19,DarkViolet,65154.36
8502,Ford,A4,2023-01-04,FloralWhite,58769.6
8503,Tesla,Altima,2018-09-01,DarkKhaki,8091.15
8504,Tesla,A4,1996-07-20,White,19117.6
8505,Mercedes-Benz,C-Class,2017-02-11,LightPink,50449.46
8506,Toyota,A4,2010-08-14,PeachPuff,79891.87
8507,Nissan,Silverado,2011-01-26,LawnGreen,16627.4
8508,Toyota,Model S,2018-07-25,DimGray,35551.45
8509,Chevrolet,Silverado,2019-06-16,RosyBrown,66847.19
8510,Volkswagen,Altima,2002-03-11,Indigo,39422.64
8511,Honda,F-150,2004-09-21,Sienna,65190.03
8512,Honda,Altima,2016-01-05,Plum,17299.36
8513,Volkswagen,C-Class,2021-01-04,Aquamarine,49610.07
8514,Honda,F-150,2009-06-05,MintCream,63283.86
8515,Tesla,F-150,1998-04-07,SeaGreen,54772.99
8516,BMW,A4,1997-04-22,Crimson,79791.23
8517,BMW,A4,2003-02-06,DarkGreen,9556.25
8518,Volkswagen,Golf,2005-01-13,Moccasin,50927.86
8519,Ford,Civic,2009-02-15,RosyBrown,46525.34
8520,Audi,C-Class,1997-07-22,PaleGoldenRod,51193.09
8521,Chevrolet,A4,2008-01-26,FireBrick,70537.98
8522,Volkswagen,Golf,2000-04-22,SlateBlue,32413.61
8523,BMW,Model S,2009-03-07,Lavender,74030.34
8524,Audi,A4,2007-10-26,OldLace,16016.76
8525,Volkswagen,Corolla,2000-10-31,DarkGray,46368.84
8526,Audi,Model S,2002-04-13,MediumSlateBlue,44291.99
8527,Chevrolet,A4,2019-09-19,PeachPuff,11928.16
8528,Tesla,A4,2019-04-18,HoneyDew,75072.07
8529,Ford,A4,2000-02-04,MediumOrchid,10666.69
8530,Chevrolet,F-150,2018-08-15,DarkGray,66123.16
8531,Nissan,Golf,1994-08-29,Tan,66861.82
8532,BMW,F-150,2001-09-24,DarkCyan,38401.13
8533,Audi,Golf,2015-06-20,LightPink,58616.99
8534,BMW,Model S,2014-09-16,GhostWhite,31849.45
8535,Honda,Model S,2010-04-11,LightSeaGreen,29054.43
8536,Volkswagen,C-Class,2016-09-24,Coral,72456.42
8537,Chevrolet,Civic,2007-03-23,DarkSlateGray,37418.87
8538,Audi,C-Class,1994-12-04,OrangeRed,44017.53
8539,Audi,Silverado,2011-02-01,AntiqueWhite,58157.75
8540,Nissan,Silverado,2011-06-20,Khaki,5967.17
8541,Tesla,Model S,2015-04-16,LavenderBlush,11241.54
8542,Mercedes-Benz,Civic,2023-09-08,DeepPink,60076.64
8543,Ford,3 Series,2022-10-23,DarkSlateGray,46036.91
8544,Ford,3 Series,2008-02-12,SlateBlue,53298.04
8545,Audi,Golf,1995-11-04,WhiteSmoke,46540.21
8546,Toyota,F-150,2022-01-06,Fuchsia,41809.93
8547,Tesla,A4,2010-02-02,Chartreuse,60265.12
8548,Toyota,F-150,2010-06-24,Magenta,64951.3
8549,Honda,Model S,2007-03-16,CornflowerBlue,34343.23
8550,Ford,Silverado,1996-09-16,DarkGray,44566.52
8551,Toyota,Model S,2006-12-12,Crimson,69522.82
8552,Volkswagen,Model S,1995-12-09,LightGoldenRodYellow,67745.27
8553,Nissan,Model S,2018-03-07,PaleVioletRed,62643.76
8554,Ford,Model S,2013-12-23,MediumSpringGreen,38197.55
8555,Mercedes-Benz,A4,2021-05-24,BlanchedAlmond,6952.29
8556,Audi,Golf,1997-09-21,Gold,28310.26
8557,BMW,C-Class,2021-12-21,DarkGreen,39999.94
8558,Audi,F-150,2013-07-17,LimeGreen,69216.64
8559,BMW,C-Class,2012-03-14,Beige,76534.26
8560,BMW,A4,2001-01-02,SlateGray,60946.87
8561,Audi,Altima,2023-08-01,Salmon,63455.69
8562,Tesla,Silverado,2023-09-30,SandyBrown,44149.24
8563,Honda,A4,2001-03-30,GhostWhite,72477.98
8564,BMW,A4,1996-12-06,Linen,30903.93
8565,Mercedes-Benz,Silverado,2002-12-03,DarkOrchid,13291.46
8566,Volkswagen,Civic,2000-09-01,OldLace,23186.51
8567,Tesla,Altima,2013-08-18,Cyan,46212.98
8568,Toyota,Model S,2003-06-08,LightGreen,40598.08
8569,BMW,F-150,2016-01-09,SaddleBrown,32860.82
8570,BMW,C-Class,2013-07-02,LightSkyBlue,55356.86
8571,Chevrolet,Corolla,1995-06-29,LightSteelBlue,24487.57
8572,Ford,3 Series,2000-06-06,GreenYellow,64005.26
8573,Toyota,F-150,2023-04-27,Peru,10359.81
8574,Mercedes-Benz,Silverado,2023-10-21,DarkCyan,79773.49
8575,Mercedes-Benz,Golf,2017-07-30,SlateGray,34366.37
8576,Volkswagen,F-150,2015-11-02,DarkGray,46216.8
8577,Toyota,A4,2018-01-10,MediumVioletRed,46034.26
8578,Toyota,Model S,1998-03-21,Chocolate,31268.27
8579,Tesla,F-150,2002-07-14,SlateBlue,6523.15
8580,Chevrolet,Civic,2001-02-07,BurlyWood,29645.65
8581,Honda,A4,2003-08-12,Orange,14167.47
8582,Honda,A4,1994-07-01,LightSkyBlue,46954.94
8583,Chevrolet,C-Class,2000-12-28,DarkViolet,31161.02
8584,Volkswagen,Silverado,2017-09-03,Lavender,73064.06
8585,Tesla,A4,2020-01-17,Gray,45909.7
8586,Nissan,Civic,2005-03-22,MediumBlue,66113.17
8587,Chevrolet,F-150,1998-10-14,OrangeRed,15049.59
8588,Honda,Model S,2008-07-04,Tomato,25210.65
8589,Mercedes-Benz,C-Class,1995-08-04,Magenta,18169.94
8590,Tesla,A4,2018-07-03,Olive,53952.5
8591,BMW,3 Series,2017-09-02,LightSalmon,7680.9
8592,BMW,3 Series,2023-08-22,Cyan,53465.53
8593,Honda,A4,1999-08-20,MediumAquaMarine,20405.59
8594,Tesla,Silverado,2000-07-01,Lavender,14240.87
8595,Mercedes-Benz,3 Series,2023-12-01,DarkViolet,26450.0
8596,Honda,A4,2015-10-19,FireBrick,14797.06
8597,Tesla,Golf,2021-06-17,DeepSkyBlue,75286.35
8598,Honda,F-150,1998-11-09,Wheat,53202.93
8599,Tesla,F-150,2011-12-23,FireBrick,28104.3
8600,Audi,Civic,2008-09-23,LavenderBlush,76819.44
8601,Audi,3 Series,2007-06-01,LemonChiffon,13475.34
8602,Honda,Altima,2006-02-03,Thistle,67212.54
8603,Honda,Civic,2015-09-15,Chartreuse,63319.77
8604,Tesla,Silverado,2020-10-04,OliveDrab,60182.13
8605,Nissan,Golf,1997-05-09,Sienna,64718.9
8606,Nissan,A4,2010-03-26,DarkOliveGreen,17904.77
8607,Tesla,3 Series,2007-01-10,MintCream,25591.89
8608,Toyota,Altima,2023-06-02,DodgerBlue,9954.5
8609,Mercedes-Benz,Golf,1995-10-01,LightSeaGreen,9425.54
8610,Mercedes-Benz,Civic,2022-10-04,DodgerBlue,8221.05
8611,Volkswagen,3 Series,1996-03-14,DeepSkyBlue,46717.7
8612,Tesla,Altima,2014-07-03,GoldenRod,45819.87
8613,BMW,Golf,2019-02-05,White,60633.86
8614,Audi,3 Series,2007-10-02,LightSlateGray,48842.41
8615,BMW,Golf,2002-10-12,OliveDrab,41440.48
8616,BMW,A4,2008-09-13,GhostWhite,38634.23
8617,Tesla,Civic,2023-06-09,Gainsboro,13384.94
8618,Nissan,3 Series,2021-09-09,PapayaWhip,32271.23
8619,BMW,3 Series,2020-02-24,DimGray,79258.65
8620,Honda,A4,2021-09-10,DarkSlateGray,67255.89
8621,Volkswagen,Altima,2023-05-11,SandyBrown,40534.83
8622,Mercedes-Benz,Silverado,2005-10-22,Gray,13461.97
8623,Ford,Corolla,2008-03-15,Lavender,75202.96
8624,Tesla,Model S,2009-01-24,Orchid,13722.97
8625,BMW,Altima,2007-08-15,DarkSeaGreen,9413.13
8626,Toyota,Civic,2016-05-29,MediumPurple,79241.37
8627,Ford,Silverado,1995-05-17,Tomato,17078.02
8628,Ford,F-150,2002-09-12,MediumVioletRed,26472.27
8629,BMW,Corolla,1999-12-14,Peru,34671.88
8630,Nissan,Altima,2000-03-03,LawnGreen,72039.48
8631,Volkswagen,F-150,2014-04-09,DarkMagenta,51838.24
8632,Toyota,Silverado,2009-11-18,LightCoral,8383.58
8633,Nissan,C-Class,2000-07-28,HotPink,19566.82
8634,BMW,Silverado,2017-03-12,LightSlateGray,68346.36
8635,Ford,Civic,2000-02-02,DeepPink,33388.05
8636,Toyota,Silverado,2023-09-16,DimGray,8013.42
8637,Audi,3 Series,1995-09-30,LightYellow,44560.48
8638,BMW,Silverado,1996-09-20,Yellow,60958.45
8639,Audi,3 Series,1998-09-15,LightSeaGreen,55576.95
8640,Tesla,Silverado,2004-04-16,Cornsilk,38245.15
8641,BMW,Model S,2019-09-24,DarkTurquoise,39469.13
8642,Toyota,Silverado,2009-10-12,DarkRed,60572.97
8643,Audi,A4,2011-09-04,Silver,25857.21
8644,Ford,Silverado,1998-08-26,AntiqueWhite,12364.58
8645,Ford,3 Series,2005-04-15,Tomato,24104.13
8646,Toyota,Civic,2005-07-31,DarkCyan,74825.12
8647,Honda,Civic,2007-04-02,SteelBlue,47904.6
8648,Mercedes-Benz,3 Series,2015-06-27,YellowGreen,7542.81
8649,Toyota,Model S,2003-08-23,MediumSlateBlue,63379.02
8650,Chevrolet,3 Series,1996-04-25,Teal,75446.31
8651,Nissan,C-Class,2003-04-16,PapayaWhip,43046.25
8652,Nissan,Model S,2013-08-21,DarkKhaki,17368.74
8653,Toyota,Silverado,2010-04-06,Thistle,50661.65
8654,Mercedes-Benz,A4,2002-04-11,PaleGoldenRod,31955.36
8655,Toyota,F-150,2003-04-07,Purple,58204.23
8656,Volkswagen,A4,2019-03-02,Black,48876.9
8657,Volkswagen,A4,1996-10-30,Gray,52955.63
8658,Honda,Golf,2020-09-04,DarkGreen,11529.88
8659,Ford,Altima,1994-06-18,LightGray,53863.78
8660,Tesla,F-150,2020-09-22,Red,72335.56
8661,Audi,C-Class,2018-06-15,CornflowerBlue,63835.89
8662,Honda,Model S,2004-03-01,Blue,67630.26
8663,Audi,C-Class,2018-07-19,MediumVioletRed,67844.43
8664,Chevrolet,Corolla,2021-10-23,DarkOrchid,22716.49
8665,Volkswagen,Silverado,2007-10-15,DarkOliveGreen,35544.08
8666,Nissan,C-Class,2000-10-15,SaddleBrown,37556.72
8667,Volkswagen,Altima,2002-11-24,Orchid,78959.24
8668,Honda,3 Series,2023-12-15,Tomato,41502.44
8669,Ford,Corolla,2018-02-05,DarkGreen,57159.35
8670,Toyota,A4,2013-06-08,Tan,27471.97
8671,Toyota,Corolla,2014-01-23,Thistle,6014.24
8672,Toyota,A4,2017-08-22,MintCream,6356.29
8673,Honda,F-150,2008-01-16,Gainsboro,43078.73
8674,Nissan,A4,2012-11-15,SpringGreen,35641.25
8675,Mercedes-Benz,F-150,1999-03-06,CornflowerBlue,26693.03
8676,BMW,Corolla,2015-01-29,GreenYellow,56492.74
8677,Mercedes-Benz,Corolla,2021-05-11,MediumBlue,61144.3
8678,Honda,C-Class,2017-11-19,Moccasin,73712.68
8679,Chevrolet,Silverado,2003-01-01,ForestGreen,12398.54
8680,Mercedes-Benz,C-Class,2022-09-29,DarkGoldenRod,64440.33
8681,BMW,Silverado,2013-05-29,Cyan,50657.07
8682,Tesla,3 Series,2021-09-26,MidnightBlue,57679.3
8683,Mercedes-Benz,3 Series,2017-06-15,Cyan,79587.87
8684,Nissan,3 Series,2015-09-27,Gray,16350.33
8685,Nissan,F-150,2017-10-01,LimeGreen,62187.38
8686,Nissan,Altima,2008-07-15,PowderBlue,36550.27
8687,Audi,Golf,2003-08-27,WhiteSmoke,11776.78
8688,Tesla,Altima,2008-10-06,Pink,62790.78
8689,Volkswagen,3 Series,2021-05-27,DarkGreen,30382.99
8690,Ford,F-150,2016-07-25,SlateBlue,5035.42
8691,Chevrolet,C-Class,2008-09-05,DarkSlateGray,30969.64
8692,Toyota,F-150,2007-11-08,LimeGreen,16433.81
8693,Tesla,F-150,2000-07-14,Cyan,73860.47
8694,Toyota,Silverado,1994-07-05,DeepSkyBlue,52485.52
8695,Nissan,A4,2002-02-22,DarkSlateGray,58693.03
8696,Audi,A4,2010-08-09,Red,41188.76
8697,Volkswagen,Civic,2022-01-28,FloralWhite,48820.79
8698,Mercedes-Benz,Altima,2020-09-06,LightSteelBlue,8145.12
8699,Volkswagen,Corolla,2009-02-12,Navy,51254.11
8700,Volkswagen,Altima,1995-03-09,Tan,63702.2
8701,Mercedes-Benz,3 Series,2009-09-20,DarkCyan,8070.93
8702,Ford,Altima,2006-02-11,MintCream,38476.91
8703,Tesla,Silverado,2002-11-10,PaleTurquoise,54638.34
8704,Honda,Corolla,2000-07-15,Coral,53667.17
8705,Ford,3 Series,2005-09-05,Maroon,32109.05
8706,Volkswagen,Civic,2010-06-20,SkyBlue,26340.61
8707,Tesla,3 Series,1995-05-25,LightSeaGreen,68150.79
8708,Tesla,Corolla,2023-02-16,CadetBlue,70069.46
8709,Audi,C-Class,2008-08-28,MediumSpringGreen,39301.2
8710,Chevrolet,Corolla,1998-01-21,OrangeRed,14514.62
8711,Ford,Corolla,2014-05-12,Tomato,7034.36
8712,Toyota,Civic,1995-08-04,Snow,39699.41
8713,Tesla,3 Series,2018-07-08,Chartreuse,5099.65
8714,Toyota,F-150,2015-12-18,DarkMagenta,19475.61
8715,Honda,Corolla,1998-01-04,Magenta,73427.33
8716,Mercedes-Benz,Silverado,2021-10-07,MediumOrchid,74704.59
8717,Tesla,A4,2006-03-24,Violet,39054.48
8718,Volkswagen,A4,1995-02-18,DarkViolet,28515.54
8719,Mercedes-Benz,Model S,2015-01-08,Brown,69179.39
8720,Mercedes-Benz,C-Class,2005-06-08,DodgerBlue,21119.87
8721,Nissan,Corolla,2005-10-03,DarkSalmon,16338.89
8722,Ford,C-Class,2002-05-09,Azure,65137.01
8723,Ford,Silverado,2009-07-14,LimeGreen,54726.86
8724,Audi,Golf,2012-12-05,Indigo,19028.18
8725,Chevrolet,Silverado,2014-11-22,SaddleBrown,44951.31
8726,Volkswagen,Corolla,2016-07-04,Orange,52873.5
8727,Mercedes-Benz,3 Series,2017-12-15,RosyBrown,35644.46
8728,Ford,Civic,2006-07-30,Salmon,24450.74
8729,Chevrolet,3 Series,2015-06-07,Snow,15856.7
8730,Volkswagen,3 Series,2003-09-10,LemonChiffon,27731.99
8731,Toyota,Civic,2004-02-01,Navy,24063.85
8732,Toyota,Corolla,2014-02-06,DeepPink,26228.34
8733,Honda,Golf,2013-08-28,DarkSlateBlue,39636.55
8734,Audi,Model S,2003-02-22,DarkTurquoise,54282.04
8735,Mercedes-Benz,C-Class,2015-06-30,DodgerBlue,52896.68
8736,Volkswagen,Corolla,2009-06-10,RosyBrown,33923.02
8737,Chevrolet,Silverado,2023-09-16,OliveDrab,49453.48
8738,Ford,Civic,1995-03-09,PeachPuff,52105.79
8739,Mercedes-Benz,F-150,2013-01-14,Maroon,67664.41
8740,Nissan,Golf,1995-12-03,Turquoise,43362.23
8741,BMW,Silverado,2004-06-03,Azure,24309.96
8742,Chevrolet,Corolla,1999-07-29,Khaki,48278.43
8743,Audi,Civic,2018-04-30,SteelBlue,13993.81
8744,Chevrolet,3 Series,2010-11-11,LightGoldenRodYellow,28432.72
8745,Nissan,Model S,2016-04-09,LightSlateGray,19086.96
8746,Volkswagen,Golf,2002-09-09,FloralWhite,13236.53
8747,Toyota,3 Series,2001-10-26,White,50356.95
8748,Nissan,Corolla,2017-12-03,Pink,45021.91
8749,BMW,Model S,1999-07-12,Salmon,41747.84
8750,Volkswagen,Altima,1995-03-27,Gold,64114.44
8751,Nissan,Altima,2003-02-07,OldLace,44056.63
8752,Mercedes-Benz,Model S,1998-02-07,DarkGreen,31737.98
8753,Honda,Corolla,2001-01-20,LightSeaGreen,50992.45
8754,Chevrolet,C-Class,2001-02-15,NavajoWhite,40366.74
8755,Volkswagen,C-Class,2010-07-15,Aqua,24836.75
8756,Ford,Golf,2012-07-13,Plum,37862.0
8757,Volkswagen,Civic,1996-02-06,SteelBlue,8675.64
8758,Mercedes-Benz,C-Class,2024-01-07,MediumSeaGreen,25496.28
8759,Honda,Corolla,2020-01-06,DarkOrange,78896.23
8760,Volkswagen,Civic,2002-07-28,Chartreuse,35152.41
8761,Ford,Model S,2023-02-19,DarkMagenta,15059.09
8762,Chevrolet,Model S,2009-11-18,Black,45043.87
8763,Tesla,A4,2006-02-05,OldLace,21530.7
8764,Ford,Civic,1998-08-03,MediumBlue,7093.63
8765,Toyota,Altima,2021-07-01,WhiteSmoke,52097.79
8766,Honda,Golf,2005-10-31,GreenYellow,47017.44
8767,Nissan,Civic,2004-04-18,BlanchedAlmond,33259.34
8768,Toyota,Civic,2019-05-06,Salmon,66508.06
8769,Audi,Model S,1995-07-31,Azure,79531.85
8770,Honda,Golf,2023-10-13,Peru,61723.81
8771,Tesla,C-Class,2008-04-03,MediumSlateBlue,33200.64
8772,Mercedes-Benz,Model S,2004-08-14,DodgerBlue,12103.69
8773,Honda,Altima,1999-03-23,Blue,63032.16
8774,Audi,Model S,1996-12-17,LemonChiffon,45579.64
8775,Tesla,Corolla,2016-04-15,DarkBlue,21296.76
8776,Chevrolet,Civic,1996-01-31,Thistle,30710.61
8777,Nissan,Model S,2010-06-16,Gainsboro,23997.21
8778,Honda,3 Series,2009-04-11,Moccasin,51561.02
8779,Mercedes-Benz,Model S,2014-10-02,MediumSlateBlue,55533.19
8780,Ford,Altima,2018-08-22,HotPink,31318.53
8781,Volkswagen,Silverado,2022-08-11,White,12498.51
8782,BMW,3 Series,2015-02-21,NavajoWhite,64661.35
8783,Mercedes-Benz,C-Class,2005-09-07,LightCoral,50979.96
8784,Toyota,A4,2020-08-25,PeachPuff,52053.95
8785,Mercedes-Benz,A4,2001-05-11,BlueViolet,32119.93
8786,Toyota,Corolla,2013-01-17,Snow,49485.6
8787,Chevrolet,Civic,2015-05-03,DarkOliveGreen,58359.52
8788,BMW,Altima,2000-12-25,MediumSlateBlue,15160.43
8789,Ford,3 Series,1997-05-30,BlanchedAlmond,66574.55
8790,Ford,Civic,2000-06-20,SkyBlue,43855.56
8791,Toyota,C-Class,2000-02-23,MediumAquaMarine,47145.34
8792,BMW,Civic,2013-09-12,LawnGreen,62665.69
8793,Tesla,Model S,2021-12-02,AntiqueWhite,40211.3
8794,Honda,A4,2017-10-08,White,63523.29
8795,Ford,3 Series,2004-12-26,DarkViolet,42617.83
8796,Honda,C-Class,2021-11-08,DarkBlue,75117.26
8797,Volkswagen,C-Class,1997-03-13,MediumBlue,13640.7
8798,Tesla,Altima,2016-11-23,Green,49037.38
8799,Chevrolet,C-Class,2003-07-05,LightYellow,68367.06
8800,BMW,Altima,2002-10-30,DarkMagenta,38977.13
8801,Nissan,F-150,2004-08-20,SlateGray,8270.7
8802,Mercedes-Benz,Golf,2003-02-06,DarkMagenta,15627.17
8803,Nissan,Golf,2006-01-10,Maroon,10333.3
8804,Chevrolet,Civic,1995-05-17,DarkSlateGray,8721.44
8805,Honda,F-150,2007-02-15,DarkMagenta,35665.75
8806,Volkswagen,Civic,2005-11-30,DarkSlateBlue,49177.85
8807,Ford,Civic,2023-01-23,DarkTurquoise,57734.38
8808,Tesla,Corolla,2010-05-31,Linen,35739.39
8809,Audi,F-150,1998-12-17,SeaGreen,76489.4
8810,Toyota,3 Series,2021-12-07,OliveDrab,76570.22
8811,Chevrolet,Golf,1996-02-17,Peru,79650.35
8812,Audi,A4,2010-11-14,SaddleBrown,28451.58
8813,Tesla,Model S,2018-09-25,PowderBlue,58161.14
8814,Volkswagen,F-150,2005-06-04,DimGray,56119.1
8815,BMW,Golf,2023-05-13,DodgerBlue,60423.47
8816,Toyota,A4,2013-06-03,DimGray,37017.38
8817,Toyota,Corolla,2004-10-03,Purple,19180.04
8818,Toyota,F-150,2001-11-29,PaleVioletRed,43364.38
8819,Audi,Corolla,2019-07-23,SlateGray,32860.04
8820,Mercedes-Benz,A4,2011-12-26,Cornsilk,76733.53
8821,Tesla,Altima,2008-12-10,DarkTurquoise,70982.15
8822,Nissan,Corolla,2013-09-07,MistyRose,74609.75
8823,Volkswagen,3 Series,2007-08-06,DeepPink,31281.49
8824,BMW,Corolla,2014-12-04,LightCoral,50856.6
8825,Tesla,F-150,2009-03-12,DarkOrange,15021.36
8826,Chevrolet,A4,2023-05-17,PapayaWhip,68122.41
8827,Tesla,F-150,2001-07-19,Teal,69211.06
8828,Volkswagen,3 Series,1998-08-30,WhiteSmoke,56875.72
8829,BMW,3 Series,2019-10-31,BlueViolet,63857.1
8830,Mercedes-Benz,Silverado,2011-12-05,DarkGoldenRod,18119.33
8831,Ford,Golf,2007-10-22,DarkSlateGray,39205.64
8832,Honda,3 Series,1999-04-30,LemonChiffon,15020.9
8833,Toyota,F-150,2003-09-27,DarkOrange,20870.98
8834,Toyota,Model S,2023-04-19,SpringGreen,79886.35
8835,Toyota,Silverado,1997-03-17,DarkMagenta,39485.56
8836,Chevrolet,C-Class,2017-12-01,Purple,77242.06
8837,Nissan,3 Series,2010-10-28,MediumBlue,57438.66
8838,Toyota,Golf,2020-01-10,Gray,25440.38
8839,BMW,Silverado,1994-11-26,MistyRose,26940.23
8840,Audi,Civic,2001-10-02,Brown,62238.82
8841,Audi,A4,2019-09-26,MediumVioletRed,60102.53
8842,Audi,Civic,2006-12-05,Red,14700.27
8843,Chevrolet,Corolla,2012-06-05,BlueViolet,11335.44
8844,BMW,Corolla,1998-04-01,Chartreuse,39903.14
8845,Volkswagen,Altima,1999-04-05,Aquamarine,53296.42
8846,Mercedes-Benz,Civic,2017-03-15,Green,18647.96
8847,Chevrolet,Corolla,2009-09-17,GreenYellow,68279.97
8848,Chevrolet,Silverado,2015-12-05,BlueViolet,62102.53
